query,vo,dataset_version,percentage,throughput
tpch_query03,vo2,jcch_unordered10,16.0,6428571.428571428
tpch_query03,vo2,jcch_unordered10,17.0,5976562.5
tpch_query03,vo2,jcch_unordered10,18.0,5976562.5
tpch_query03,vo2,jcch_unordered10,19.0,5795454.545454545
tpch_query03,vo2,jcch_unordered10,20.0,1214285.7142857143
tpch_query03,vo2,jcch_unordered10,21.0,6538461.538461538
tpch_query03,vo2,jcch_unordered10,22.0,6710526.315789473
tpch_query03,vo2,jcch_unordered10,23.0,6652173.913043478
tpch_query03,vo2,jcch_unordered10,24.0,6270491.803278688
tpch_query03,vo2,jcch_unordered10,25.0,6071428.571428572
tpch_query03,vo2,jcch_unordered10,26.0,2013157.894736842
tpch_query03,vo2,jcch_unordered10,27.0,6652173.913043478
tpch_query03,vo2,jcch_unordered10,28.0,6538461.538461538
tpch_query03,vo2,jcch_unordered10,29.0,6428571.428571428
tpch_query03,vo2,jcch_unordered10,30.0,6322314.049586777
tpch_query03,vo2,jcch_unordered10,31.0,6270491.803278688
tpch_query03,vo2,jcch_unordered10,32.0,5795454.545454545
tpch_query03,vo2,jcch_unordered10,33.0,5976562.5
tpch_query03,vo2,jcch_unordered10,34.0,5625000.0
tpch_query03,vo2,jcch_unordered10,35.0,4935483.870967741
tpch_query03,vo2,jcch_unordered10,36.0,5625000.0
tpch_query03,vo2,jcch_unordered10,37.0,5708955.223880597
tpch_query03,vo2,jcch_unordered10,38.0,596258.7685113016
tpch_query03,vo2,jcch_unordered10,39.0,4722222.222222223
tpch_query03,vo2,jcch_unordered10,40.0,6120000.0
tpch_query03,vo2,jcch_unordered10,41.0,6538461.538461538
tpch_query03,vo2,jcch_unordered10,42.0,7886597.93814433
tpch_query03,vo2,jcch_unordered10,43.0,8138297.872340426
tpch_query03,vo2,jcch_unordered10,44.0,7886597.93814433
tpch_query03,vo2,jcch_unordered10,45.0,7968750.0
tpch_query03,vo2,jcch_unordered10,46.0,7886597.93814433
tpch_query03,vo2,jcch_unordered10,47.0,7727272.727272727
tpch_query03,vo2,jcch_unordered10,48.0,7355769.23076923
tpch_query03,vo2,jcch_unordered10,49.0,7285714.285714285
tpch_query03,vo2,jcch_unordered10,50.0,6169354.838709677
tpch_query03,vo2,jcch_unordered10,51.0,7285714.285714285
tpch_query03,vo2,jcch_unordered10,52.0,7149532.710280374
tpch_query03,vo2,jcch_unordered10,53.0,1050824.1758241758
tpch_query03,vo2,jcch_unordered10,54.0,5066225.165562915
tpch_query03,vo2,jcch_unordered10,55.0,7018348.623853211
tpch_query03,vo2,jcch_unordered10,56.0,6483050.847457627
tpch_query03,vo2,jcch_unordered10,57.0,6120000.0
tpch_query03,vo2,jcch_unordered10,58.0,6710526.315789473
tpch_query03,vo2,jcch_unordered10,59.0,6428571.428571428
tpch_query03,vo2,jcch_unordered10,60.0,6428571.428571428
tpch_query03,vo2,jcch_unordered10,61.0,6652173.913043478
tpch_query03,vo2,jcch_unordered10,62.0,6594827.586206897
tpch_query03,vo2,jcch_unordered10,63.0,6322314.049586777
tpch_query03,vo2,jcch_unordered10,64.0,6375000.0
tpch_query03,vo2,jcch_unordered10,65.0,6322314.049586777
tpch_query03,vo2,jcch_unordered10,66.0,6270491.803278688
tpch_query03,vo2,jcch_unordered10,67.0,6270491.803278688
tpch_query03,vo2,jcch_unordered10,68.0,6120000.0
tpch_query03,vo2,jcch_unordered10,69.0,6071428.571428572
tpch_query03,vo2,jcch_unordered10,70.0,6120000.0
tpch_query03,vo2,jcch_unordered10,71.0,6023622.047244094
tpch_query03,vo2,jcch_unordered10,72.0,5884615.384615385
tpch_query03,vo2,jcch_unordered10,73.0,5976562.5
tpch_query03,vo2,jcch_unordered10,74.0,5795454.545454545
tpch_query03,vo2,jcch_unordered10,75.0,5839694.656488549
tpch_query03,vo2,jcch_unordered10,76.0,5708955.223880597
tpch_query03,vo2,jcch_unordered10,77.0,5425531.914893617
tpch_query03,vo2,jcch_unordered10,78.0,5708955.223880597
tpch_query03,vo2,jcch_unordered10,79.0,5708955.223880597
tpch_query03,vo2,jcch_unordered10,80.0,5666666.666666667
tpch_query03,vo2,jcch_unordered10,81.0,5708955.223880597
tpch_query03,vo2,jcch_unordered10,82.0,5708955.223880597
tpch_query03,vo2,jcch_unordered10,83.0,5625000.0
tpch_query03,vo2,jcch_unordered10,84.0,5503597.122302158
tpch_query03,vo2,jcch_unordered10,85.0,5425531.914893617
tpch_query03,vo2,jcch_unordered10,86.0,5666666.666666667
tpch_query03,vo2,jcch_unordered10,87.0,5583941.605839416
tpch_query03,vo2,jcch_unordered10,88.0,5583941.605839416
tpch_query03,vo2,jcch_unordered10,89.0,5583941.605839416
tpch_query03,vo2,jcch_unordered10,90.0,5349650.3496503495
tpch_query03,vo2,jcch_unordered10,91.0,5503597.122302158
tpch_query03,vo2,jcch_unordered10,92.0,5583941.605839416
tpch_query03,vo2,jcch_unordered10,93.0,5583941.605839416
tpch_query03,vo2,jcch_unordered10,94.0,5503597.122302158
tpch_query03,vo2,jcch_unordered10,95.0,5583941.605839416
tpch_query03,vo2,jcch_unordered10,96.0,5543478.260869565
tpch_query03,vo2,jcch_unordered10,97.0,5503597.122302158
tpch_query03,vo2,jcch_unordered10,98.0,5543478.260869565
tpch_query03,vo2,jcch_unordered10,99.0,5583941.605839416
tpch_query03,vo2,jcch_unordered10,100.0,5576642.3357664235
tpch_query03,vo2,tpch10,1.0,11417910.447761195
tpch_query03,vo2,tpch10,2.0,10200000.0
tpch_query03,vo2,tpch10,3.0,12540983.606557377
tpch_query03,vo2,tpch10,4.0,8406593.406593407
tpch_query03,vo2,tpch10,5.0,12750000.0
tpch_query03,vo2,tpch10,6.0,10928571.42857143
tpch_query03,vo2,tpch10,7.0,5839694.656488549
tpch_query03,vo2,tpch10,8.0,10200000.0
tpch_query03,vo2,tpch10,9.0,9807692.307692308
tpch_query03,vo2,tpch10,10.0,8315217.391304348
tpch_query03,vo2,tpch10,11.0,3787128.712871287
tpch_query03,vo2,tpch10,12.0,9216867.46987952
tpch_query03,vo2,tpch10,13.0,8406593.406593407
tpch_query03,vo2,tpch10,14.0,7574257.425742574
tpch_query03,vo2,tpch10,15.0,8138297.872340426
tpch_query03,vo2,tpch10,16.0,9216867.46987952
tpch_query03,vo2,tpch10,17.0,6428571.428571428
tpch_query03,vo2,tpch10,18.0,9562500.0
tpch_query03,vo2,tpch10,19.0,1898263.0272952854
tpch_query03,vo2,tpch10,20.0,10479452.054794522
tpch_query03,vo2,tpch10,21.01,10928571.42857143
tpch_query03,vo2,tpch10,22.01,10625000.0
tpch_query03,vo2,tpch10,23.01,10479452.054794522
tpch_query03,vo2,tpch10,24.01,10625000.0
tpch_query03,vo2,tpch10,25.01,9935064.935064934
tpch_query03,vo2,tpch10,26.01,9935064.935064934
tpch_query03,vo2,tpch10,27.01,9444444.444444446
tpch_query03,vo2,tpch10,28.01,9216867.46987952
tpch_query03,vo2,tpch10,29.01,8693181.818181818
tpch_query03,vo2,tpch10,30.01,8895348.837209301
tpch_query03,vo2,tpch10,31.01,8225806.451612904
tpch_query03,vo2,tpch10,32.01,4751552.795031056
tpch_query03,vo2,tpch10,33.01,9216867.46987952
tpch_query03,vo2,tpch10,34.01,9329268.292682927
tpch_query03,vo2,tpch10,35.01,9329268.292682927
tpch_query03,vo2,tpch10,36.01,963476.0705289673
tpch_query03,vo2,tpch10,37.01,10774647.887323944
tpch_query03,vo2,tpch10,38.01,10928571.42857143
tpch_query03,vo2,tpch10,39.01,10774647.887323944
tpch_query03,vo2,tpch10,40.01,10479452.054794522
tpch_query03,vo2,tpch10,41.01,10479452.054794522
tpch_query03,vo2,tpch10,42.01,17790697.674418602
tpch_query03,vo2,tpch10,43.01,21250000.0
tpch_query03,vo2,tpch10,44.01,23181818.18181818
tpch_query03,vo2,tpch10,45.01,21250000.0
tpch_query03,vo2,tpch10,46.01,21250000.0
tpch_query03,vo2,tpch10,47.01,21250000.0
tpch_query03,vo2,tpch10,48.01,21250000.0
tpch_query03,vo2,tpch10,49.01,17000000.0
tpch_query03,vo2,tpch10,50.01,20675675.675675675
tpch_query03,vo2,tpch10,51.01,20675675.675675675
tpch_query03,vo2,tpch10,52.01,4112903.225806452
tpch_query03,vo2,tpch10,53.01,16276595.744680852
tpch_query03,vo2,tpch10,54.01,21857142.85714286
tpch_query03,vo2,tpch10,55.01,21857142.85714286
tpch_query03,vo2,tpch10,56.01,20675675.675675675
tpch_query03,vo2,tpch10,57.01,21857142.85714286
tpch_query03,vo2,tpch10,58.01,21250000.0
tpch_query03,vo2,tpch10,59.01,21857142.85714286
tpch_query03,vo2,tpch10,60.01,21250000.0
tpch_query03,vo2,tpch10,61.01,21857142.85714286
tpch_query03,vo2,tpch10,62.01,21250000.0
tpch_query03,vo2,tpch10,63.01,21250000.0
tpch_query03,vo2,tpch10,64.01,20131578.94736842
tpch_query03,vo2,tpch10,65.01,20131578.94736842
tpch_query03,vo2,tpch10,66.01,20131578.94736842
tpch_query03,vo2,tpch10,67.01,20131578.94736842
tpch_query03,vo2,tpch10,68.01,20131578.94736842
tpch_query03,vo2,tpch10,69.01,20131578.94736842
tpch_query03,vo2,tpch10,70.01,19615384.615384616
tpch_query03,vo2,tpch10,71.01,20131578.94736842
tpch_query03,vo2,tpch10,72.01,20675675.675675675
tpch_query03,vo2,tpch10,73.01,20131578.94736842
tpch_query03,vo2,tpch10,74.01,20131578.94736842
tpch_query03,vo2,tpch10,75.01,20675675.675675675
tpch_query03,vo2,tpch10,76.02,13660714.285714285
tpch_query03,vo2,tpch10,77.02,20131578.94736842
tpch_query03,vo2,tpch10,78.02,20131578.94736842
tpch_query03,vo2,tpch10,79.02,20675675.675675675
tpch_query03,vo2,tpch10,80.02,20675675.675675675
tpch_query03,vo2,tpch10,81.02,19615384.615384616
tpch_query03,vo2,tpch10,82.02,2290419.1616766467
tpch_query03,vo2,tpch10,83.02,21250000.0
tpch_query03,vo2,tpch10,84.02,21857142.85714286
tpch_query03,vo2,tpch10,85.02,21857142.85714286
tpch_query03,vo2,tpch10,86.02,21857142.85714286
tpch_query03,vo2,tpch10,87.02,21857142.85714286
tpch_query03,vo2,tpch10,88.02,21857142.85714286
tpch_query03,vo2,tpch10,89.02,21857142.85714286
tpch_query03,vo2,tpch10,90.02,20131578.94736842
tpch_query03,vo2,tpch10,91.02,21857142.85714286
tpch_query03,vo2,tpch10,92.02,20675675.675675675
tpch_query03,vo2,tpch10,93.02,12750000.0
tpch_query03,vo2,tpch10,94.02,17386363.636363637
tpch_query03,vo2,tpch10,95.02,16276595.744680852
tpch_query03,vo2,tpch10,96.02,19615384.615384616
tpch_query03,vo2,tpch10,97.02,20675675.675675675
tpch_query03,vo2,tpch10,98.02,21250000.0
tpch_query03,vo2,tpch10,99.02,20675675.675675675
tpch_query03,vo2,tpch10,100.0,20834777.777777776
tpch_query03,vo2,tpch,1.02,12833333.333333334
tpch_query03,vo2,tpch,2.03,15400000.0
tpch_query03,vo2,tpch,3.03,19250000.0
tpch_query03,vo2,tpch,4.04,9625000.0
tpch_query03,vo2,tpch,5.04,15400000.0
tpch_query03,vo2,tpch,6.05,15400000.0
tpch_query03,vo2,tpch,7.06,12833333.333333334
tpch_query03,vo2,tpch,8.06,5923076.923076923
tpch_query03,vo2,tpch,9.07,12833333.333333334
tpch_query03,vo2,tpch,10.08,11000000.0
tpch_query03,vo2,tpch,11.08,12833333.333333334
tpch_query03,vo2,tpch,12.09,11000000.0
tpch_query03,vo2,tpch,13.1,2851851.8518518517
tpch_query03,vo2,tpch,14.1,11000000.0
tpch_query03,vo2,tpch,15.11,12833333.333333334
tpch_query03,vo2,tpch,16.12,12833333.333333334
tpch_query03,vo2,tpch,17.12,11000000.0
tpch_query03,vo2,tpch,18.13,12833333.333333334
tpch_query03,vo2,tpch,19.13,11000000.0
tpch_query03,vo2,tpch,20.14,11000000.0
tpch_query03,vo2,tpch,21.15,7700000.0
tpch_query03,vo2,tpch,22.15,12833333.333333334
tpch_query03,vo2,tpch,23.16,11000000.0
tpch_query03,vo2,tpch,24.17,1604166.6666666667
tpch_query03,vo2,tpch,25.17,12833333.333333334
tpch_query03,vo2,tpch,26.18,11000000.0
tpch_query03,vo2,tpch,27.19,12833333.333333334
tpch_query03,vo2,tpch,28.19,12833333.333333334
tpch_query03,vo2,tpch,29.2,11000000.0
tpch_query03,vo2,tpch,30.2,12833333.333333334
tpch_query03,vo2,tpch,31.21,11000000.0
tpch_query03,vo2,tpch,32.22,11000000.0
tpch_query03,vo2,tpch,33.22,11000000.0
tpch_query03,vo2,tpch,34.23,11000000.0
tpch_query03,vo2,tpch,35.24,11000000.0
tpch_query03,vo2,tpch,36.24,11000000.0
tpch_query03,vo2,tpch,37.25,11000000.0
tpch_query03,vo2,tpch,38.26,9625000.0
tpch_query03,vo2,tpch,39.26,5133333.333333333
tpch_query03,vo2,tpch,40.27,11000000.0
tpch_query03,vo2,tpch,41.27,11000000.0
tpch_query03,vo2,tpch,42.28,25666666.666666668
tpch_query03,vo2,tpch,43.29,19250000.0
tpch_query03,vo2,tpch,44.29,25666666.666666668
tpch_query03,vo2,tpch,45.3,19250000.0
tpch_query03,vo2,tpch,46.31,25666666.666666668
tpch_query03,vo2,tpch,47.31,19250000.0
tpch_query03,vo2,tpch,48.32,25666666.666666668
tpch_query03,vo2,tpch,49.33,19250000.0
tpch_query03,vo2,tpch,50.33,19250000.0
tpch_query03,vo2,tpch,51.34,25666666.666666668
tpch_query03,vo2,tpch,52.34,19250000.0
tpch_query03,vo2,tpch,53.35,19250000.0
tpch_query03,vo2,tpch,54.36,19250000.0
tpch_query03,vo2,tpch,55.36,19250000.0
tpch_query03,vo2,tpch,56.37,19250000.0
tpch_query03,vo2,tpch,57.38,25666666.666666668
tpch_query03,vo2,tpch,58.38,19250000.0
tpch_query03,vo2,tpch,59.39,3666666.6666666665
tpch_query03,vo2,tpch,60.4,19250000.0
tpch_query03,vo2,tpch,61.4,19250000.0
tpch_query03,vo2,tpch,62.41,19250000.0
tpch_query03,vo2,tpch,63.41,25666666.666666668
tpch_query03,vo2,tpch,64.42,19250000.0
tpch_query03,vo2,tpch,65.43,25666666.666666668
tpch_query03,vo2,tpch,66.43,19250000.0
tpch_query03,vo2,tpch,67.44,25666666.666666668
tpch_query03,vo2,tpch,68.45,19250000.0
tpch_query03,vo2,tpch,69.45,19250000.0
tpch_query03,vo2,tpch,70.46,25666666.666666668
tpch_query03,vo2,tpch,71.47,19250000.0
tpch_query03,vo2,tpch,72.47,19250000.0
tpch_query03,vo2,tpch,73.48,19250000.0
tpch_query03,vo2,tpch,74.48,25666666.666666668
tpch_query03,vo2,tpch,75.49,19250000.0
tpch_query03,vo2,tpch,76.5,19250000.0
tpch_query03,vo2,tpch,77.5,19250000.0
tpch_query03,vo2,tpch,78.51,25666666.666666668
tpch_query03,vo2,tpch,79.52,19250000.0
tpch_query03,vo2,tpch,80.52,19250000.0
tpch_query03,vo2,tpch,81.53,19250000.0
tpch_query03,vo2,tpch,82.54,19250000.0
tpch_query03,vo2,tpch,83.54,19250000.0
tpch_query03,vo2,tpch,84.55,19250000.0
tpch_query03,vo2,tpch,85.56,25666666.666666668
tpch_query03,vo2,tpch,86.56,19250000.0
tpch_query03,vo2,tpch,87.57,19250000.0
tpch_query03,vo2,tpch,88.57,19250000.0
tpch_query03,vo2,tpch,89.58,15400000.0
tpch_query03,vo2,tpch,90.59,25666666.666666668
tpch_query03,vo2,tpch,91.59,19250000.0
tpch_query03,vo2,tpch,92.6,19250000.0
tpch_query03,vo2,tpch,93.61,19250000.0
tpch_query03,vo2,tpch,94.61,19250000.0
tpch_query03,vo2,tpch,95.62,19250000.0
tpch_query03,vo2,tpch,96.63,1833333.3333333333
tpch_query03,vo2,tpch,97.63,19250000.0
tpch_query03,vo2,tpch,98.64,25666666.666666668
tpch_query03,vo2,tpch,99.64,19250000.0
tpch_query03,vo2,tpch,100.0,13607500.0
tpch_query03,vo2,tpch_unordered10,1.0,7968750.0
tpch_query03,vo2,tpch_unordered10,2.0,6891891.891891892
tpch_query03,vo2,tpch_unordered10,3.0,6954545.454545455
tpch_query03,vo2,tpch_unordered10,4.0,5312500.0
tpch_query03,vo2,tpch_unordered10,5.0,8225806.451612904
tpch_query03,vo2,tpch_unordered10,6.0,4447674.418604651
tpch_query03,vo2,tpch_unordered10,7.0,3000000.0
tpch_query03,vo2,tpch_unordered10,8.0,5000000.0
tpch_query03,vo2,tpch_unordered10,9.0,6071428.571428572
tpch_query03,vo2,tpch_unordered10,10.0,5543478.260869565
tpch_query03,vo2,tpch_unordered10,11.0,2050938.3378016087
tpch_query03,vo2,tpch_unordered10,12.0,7018348.623853211
tpch_query03,vo2,tpch_unordered10,13.0,6652173.913043478
tpch_query03,vo2,tpch_unordered10,14.0,6322314.049586777
tpch_query03,vo2,tpch_unordered10,15.0,6270491.803278688
tpch_query03,vo2,tpch_unordered10,16.0,6023622.047244094
tpch_query03,vo2,tpch_unordered10,17.0,5795454.545454545
tpch_query03,vo2,tpch_unordered10,18.0,5425531.914893617
tpch_query03,vo2,tpch_unordered10,19.0,1548582.995951417
tpch_query03,vo2,tpch_unordered10,20.0,6322314.049586777
tpch_query03,vo2,tpch_unordered10,21.01,6219512.195121951
tpch_query03,vo2,tpch_unordered10,22.01,2524752.4752475247
tpch_query03,vo2,tpch_unordered10,23.01,6830357.142857143
tpch_query03,vo2,tpch_unordered10,24.01,6538461.538461538
tpch_query03,vo2,tpch_unordered10,25.01,6219512.195121951
tpch_query03,vo2,tpch_unordered10,26.01,6375000.0
tpch_query03,vo2,tpch_unordered10,27.01,6322314.049586777
tpch_query03,vo2,tpch_unordered10,28.01,6071428.571428572
tpch_query03,vo2,tpch_unordered10,29.01,5930232.558139536
tpch_query03,vo2,tpch_unordered10,30.01,5795454.545454545
tpch_query03,vo2,tpch_unordered10,31.01,5708955.223880597
tpch_query03,vo2,tpch_unordered10,32.01,5543478.260869565
tpch_query03,vo2,tpch_unordered10,33.01,5464285.714285715
tpch_query03,vo2,tpch_unordered10,34.01,5387323.943661972
tpch_query03,vo2,tpch_unordered10,35.01,4903846.153846154
tpch_query03,vo2,tpch_unordered10,36.01,708989.8053753476
tpch_query03,vo2,tpch_unordered10,37.01,5583941.605839416
tpch_query03,vo2,tpch_unordered10,38.01,5000000.0
tpch_query03,vo2,tpch_unordered10,39.01,5839694.656488549
tpch_query03,vo2,tpch_unordered10,40.01,6023622.047244094
tpch_query03,vo2,tpch_unordered10,41.01,6071428.571428572
tpch_query03,vo2,tpch_unordered10,42.01,6428571.428571428
tpch_query03,vo2,tpch_unordered10,43.01,6483050.847457627
tpch_query03,vo2,tpch_unordered10,44.01,6375000.0
tpch_query03,vo2,tpch_unordered10,45.01,6219512.195121951
tpch_query03,vo2,tpch_unordered10,46.01,6120000.0
tpch_query03,vo2,tpch_unordered10,47.01,6071428.571428572
tpch_query03,vo2,tpch_unordered10,48.01,5666666.666666667
tpch_query03,vo2,tpch_unordered10,49.01,5666666.666666667
tpch_query03,vo2,tpch_unordered10,50.01,5795454.545454545
tpch_query03,vo2,tpch_unordered10,51.01,1143497.7578475336
tpch_query03,vo2,tpch_unordered10,52.01,5000000.0
tpch_query03,vo2,tpch_unordered10,53.01,4473684.2105263155
tpch_query03,vo2,tpch_unordered10,54.01,5066225.165562915
tpch_query03,vo2,tpch_unordered10,55.01,5032894.736842105
tpch_query03,vo2,tpch_unordered10,56.01,4500000.0
tpch_query03,vo2,tpch_unordered10,57.01,4872611.464968153
tpch_query03,vo2,tpch_unordered10,58.01,4903846.153846154
tpch_query03,vo2,tpch_unordered10,59.01,4967532.467532467
tpch_query03,vo2,tpch_unordered10,60.01,4872611.464968153
tpch_query03,vo2,tpch_unordered10,61.01,4903846.153846154
tpch_query03,vo2,tpch_unordered10,62.01,4903846.153846154
tpch_query03,vo2,tpch_unordered10,63.01,4872611.464968153
tpch_query03,vo2,tpch_unordered10,64.01,4872611.464968153
tpch_query03,vo2,tpch_unordered10,65.01,4841772.151898734
tpch_query03,vo2,tpch_unordered10,66.01,4811320.754716981
tpch_query03,vo2,tpch_unordered10,67.01,4751552.795031056
tpch_query03,vo2,tpch_unordered10,68.01,4811320.754716981
tpch_query03,vo2,tpch_unordered10,69.01,4722222.222222223
tpch_query03,vo2,tpch_unordered10,70.01,4608433.73493976
tpch_query03,vo2,tpch_unordered10,71.01,4722222.222222223
tpch_query03,vo2,tpch_unordered10,72.01,4693251.533742331
tpch_query03,vo2,tpch_unordered10,73.01,4751552.795031056
tpch_query03,vo2,tpch_unordered10,74.01,4693251.533742331
tpch_query03,vo2,tpch_unordered10,75.01,4608433.73493976
tpch_query03,vo2,tpch_unordered10,76.02,4608433.73493976
tpch_query03,vo2,tpch_unordered10,77.02,4608433.73493976
tpch_query03,vo2,tpch_unordered10,78.02,4608433.73493976
tpch_query03,vo2,tpch_unordered10,79.02,4664634.146341464
tpch_query03,vo2,tpch_unordered10,80.02,4636363.636363636
tpch_query03,vo2,tpch_unordered10,81.02,4069148.936170213
tpch_query03,vo2,tpch_unordered10,82.02,4473684.2105263155
tpch_query03,vo2,tpch_unordered10,83.02,4500000.0
tpch_query03,vo2,tpch_unordered10,84.02,4553571.428571428
tpch_query03,vo2,tpch_unordered10,85.02,4608433.73493976
tpch_query03,vo2,tpch_unordered10,86.02,4608433.73493976
tpch_query03,vo2,tpch_unordered10,87.02,4580838.323353293
tpch_query03,vo2,tpch_unordered10,88.02,4580838.323353293
tpch_query03,vo2,tpch_unordered10,89.02,4580838.323353293
tpch_query03,vo2,tpch_unordered10,90.02,4608433.73493976
tpch_query03,vo2,tpch_unordered10,91.02,4553571.428571428
tpch_query03,vo2,tpch_unordered10,92.02,4580838.323353293
tpch_query03,vo2,tpch_unordered10,93.02,4553571.428571428
tpch_query03,vo2,tpch_unordered10,94.02,4580838.323353293
tpch_query03,vo2,tpch_unordered10,95.02,4526627.218934911
tpch_query03,vo2,tpch_unordered10,96.02,4553571.428571428
tpch_query03,vo2,tpch_unordered10,97.02,4526627.218934911
tpch_query03,vo2,tpch_unordered10,98.02,4553571.428571428
tpch_query03,vo2,tpch_unordered10,99.02,4526627.218934911
tpch_query03,vo2,tpch_unordered10,100.0,4386269.005847953
